Chemical Name,SMILES,Radical Name,Enthalpy,Activation Energy,k_value,Temperature,Bond Dissociation Energy,Chemical Group,Reaction Type/Pathway,PH,No,Resource:,smiles_valid,HOMO_predicted,LUMO_predicted,HOMO_LUMO_gap_predicted
"N,N-Dimethyl-4-nitrosoaniline",CN(C)c1ccc(N=O)cc1,sec-RO2*,,,270000000.0,,,,,,,Journal Tables 6 and 7,True,-5.791925430297852,-1.2996586561203003,4.492266774177551
Copper(I) ion,[Cu+],tert-RO2*,,,200000000.0,,,,,,,Journal Tables 6 and 7,True,-6.497776031494141,0.9515371322631836,7.449313163757324
"Chlorpromazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccc(Cl)cc21,sec-RO2*,,,2300000.0,,,,,,,Journal Tables 6 and 7,True,-5.3031744956970215,-0.5184270143508911,4.78474748134613
"Propyl 3,4,5-trihydroxybenzoate",CCCOC(=O)c1cc(O)c(O)c(O)c1,sec-RO2*,,,360000000.0,,,,,,,Journal Tables 6 and 7,True,-5.622185707092285,-0.7168191075325012,4.905366599559784
"Iron(III) deuteroporphyrin, dimethyl ester, (2-propanol)2",COC(=O)CCC1=C(C)c2cc3cc(C)c(cc4cc(C)c(cc5nc(cc1n2)C(CCC(=O)OC)=C5C)[n-]4)[n-]3.[Fe+3].CC(C)O.CC(C)O,sec-RO2*,,,360.0,,,,,,,Journal Tables 6 and 7,True,-5.749120235443115,-2.804884195327759,2.9442360401153564
"Tyrosine, negative ion",N[C@@H](Cc1ccc(O)cc1)C(=O)[O-],sec-RO2*,,,120000000.0,,,,,,,Journal Tables 6 and 7,True,-6.421258449554443,-1.472711205482483,4.9485472440719604
Chlorite ion,[O-][Cl+][O-],sec-RO2*,,,12000000.0,,,,,,,Journal Tables 6 and 7,True,-7.714695930480957,-0.5619968175888062,7.152699112892151
Iron(III) deuteroporphyrin IX (2-propoxy)(2-propanol),CC1=C(CCC(=O)O)c2cc3nc(cc4[n-]c(cc4C)cc4[n-]c(cc1n2)cc4C)C(C)=C3CCC(=O)O.[Fe+3].CC(C)[O-].CC(C)O,sec-RO2*,,,150000000.0,,,,,,,Journal Tables 6 and 7,True,-5.456484794616699,-2.833054304122925,2.6234304904937744
"5,10,15,20-Tetraphenylporphinatogallium(III) ion",C1=CC=C(C=C1)C2=C3C=CC(=C(C4=NC(=C(C5=CC=C([N-]5)C(=C6C=CC2=N6)C7=CC=CC=C7)C8=CC=CC=C8)C=C4)C9=CC=CC=C9)[N-]3.[Ga+3],sec-RO2*,,,800000000.0,,,,,,,Journal Tables 6 and 7,True,-4.804246425628662,-2.8301079273223877,1.9741384983062744
"2,3,7,8,12,13,17,18-Octaethylporphinato(carbonyl)cyanoruthenium(II) ion",CCC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)CC)CC)CC)CC)C(=C3CC)CC)CC.[C-]#[O+].[Ru+2].[C-]#N,sec-RO2*,,,1500000000.0,,,,,,,Journal Tables 6 and 7,True,-5.415714740753174,-3.0608510971069336,2.3548636436462402
Sulfite Ion,O=S([O-])[O-],sec-RO2*,,,730000000.0,,,,,,,Journal Tables 6 and 7,True,-8.299160957336426,-1.7771000862121582,6.522060871124268
Ascorbate ion,O=C1O[C@H](CO)OC1=C([O-])CO,sec-RO2*,,,1200000000.0,,,,,,,Journal Tables 6 and 7,True,-6.789894104003906,-1.9371607303619385,4.852733373641968
Bilirubin dianion,C=CC1=C(C)/C(=C/C2=C(C)C(CCC(=O)[O-])=C(CC3=C(CCC(=O)[O-])C(C)=C(/C=C4\NC(=O)C(C)=C4C=C)N3)N2)NC1=O,sec-RO2*,,,38000000.0,,,,,,,Journal Tables 6 and 7,True,-5.235981464385986,-2.4937164783477783,2.742264986038208
tert-Butyl-4-hydroxyanisole,COc1cc(C(C)(C)C)ccc1O,sec-RO2*,,,1500000000.0,,,,,,,Journal Tables 6 and 7,True,-5.5160298347473145,0.2203967571258545,5.736426591873169
Deoxyguanosine 5'-monophosphate,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)[nH]1,sec-RO2*,,,12000000.0,,,,,,,Journal Tables 6 and 7,True,-5.360153675079346,0.09918218851089478,5.4593358635902405
"1,4-Diazabicyclo[2.2.2]octane",C1CN2CCC(C2)N1,sec-RO2*,,,12000000.0,,,,,,,Journal Tables 6 and 7,True,-6.115384578704834,1.9728937149047852,8.08827829360962
9-Diazofluorene,[N-]=[N+]=C1c2ccccc2-c2ccccc21,sec-RO2*,,,6100000000.0,,,,,,,Journal Tables 6 and 7,True,-5.913105487823486,-1.8024815320968628,4.1106239557266235
"2,4-Di-tert-butylphenol",CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,sec-RO2*,,,490000000.0,,,,,,,Journal Tables 6 and 7,True,-5.704798221588135,-0.03940919414162636,5.665389027446508
"2,3-Dimethyl-4-dimethylamino-1-phenyl-3-pyrazolin-5-one",Cc1c(N(C)C)c(=O)n(C)n1-c1ccccc1,sec-RO2*,,,1200000000.0,,,,,,,Journal Tables 6 and 7,True,-5.445337772369385,-0.41216254234313965,5.033175230026245
"2,3-Dimethylindole",Cc1[nH]c2ccccc2c1C,sec-RO2*,,,6.0,,,,,,,Journal Tables 6 and 7,True,-5.414074420928955,0.17158237099647522,5.58565679192543
"3,4-Dimethyl-2-pyrazolin-5-one",CC1=NN=C(C)C1=O,sec-RO2*,,,1300000000.0,,,,,,,Journal Tables 6 and 7,True,-6.062406539916992,-1.8294343948364258,4.232972145080566
"2,5-Diphenylfuran",c1ccc(-c2ccc(-c3ccccc3)o2)cc1,sec-RO2*,,,40000000.0,,,,,,,Journal Tables 6 and 7,True,-5.512416362762451,-0.7972450852394104,4.715171277523041
Glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,sec-RO2*,,,750000.0,,,,,,,Journal Tables 6 and 7,True,-6.362390995025635,-1.0460690259933472,5.316321969032288
Hydroquinone,Oc1ccc(O)cc1,sec-RO2*,,,6500000.0,,,,,,,Journal Tables 6 and 7,True,-5.501092433929443,0.2929624915122986,5.794054925441742
5-Hydroxytryptophan,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,sec-RO2*,,,100000000.0,,,,,,,Journal Tables 6 and 7,True,-5.5741047859191895,-0.7967578768730164,4.777346909046173
Isobarbiturate ion,O=C1CNC(=O)[N-]C1=O,sec-RO2*,,,390000000.0,,,,,,,Journal Tables 6 and 7,True,-7.7479095458984375,-3.115995168685913,4.631914377212524
4-Methoxyphenol,COc1ccc(O)cc1,sec-RO2*,,,800000000.0,,,,,,,Journal Tables 6 and 7,True,-5.547805309295654,0.3980102241039276,5.945815533399582
4-Methoxyphenoxide ion,COc1ccc([O-])cc1,sec-RO2*,,,110000000.0,,,,,,,Journal Tables 6 and 7,True,-5.84429407119751,-0.5695489048957825,5.274745166301727
1-Methylindole,Cn1ccc2ccccc21,sec-RO2*,,,600000000.0,,,,,,,Journal Tables 6 and 7,True,-5.526792049407959,-0.06914374232292175,5.457648307085037
2-Methylindole,Cc1cc2ccccc2[nH]1,sec-RO2*,,,900000000.0,,,,,,,Journal Tables 6 and 7,True,-5.45203161239624,-0.161521777510643,5.290509834885597
3-Methylindole,Cc1c[nH]c2ccccc12,sec-RO2*,,,20000000.0,,,,,,,Journal Tables 6 and 7,True,-5.576211452484131,0.40193963050842285,5.978151082992554
Methyl 6-(methylthio)norbornane-2-carboxylate,COC(=O)C1C2CC(SC)CC1C2,sec-RO2*,,,70000000.0,,,,,,,Journal Tables 6 and 7,True,-6.170065879821777,-0.9553099274635315,5.214755952358246
4-Methylphenoxide ion,Cc1ccc([O-])cc1,sec-RO2*,,,300000000.0,,,,,,,Journal Tables 6 and 7,True,-6.205700874328613,-0.6541059613227844,5.551594913005829
6-(Methylthio)norbornane-2-carboxylic acid,CSC1CC2CC(C1)C2C(=O)O,sec-RO2*,,,100000000.0,,,,,,,Journal Tables 6 and 7,True,-5.988510608673096,-1.142691731452942,4.845818877220154
1-Methyluracil,Cn1ccc(=O)[nH]c1=O,sec-RO2*,,,1300000000.0,,,,,,,Journal Tables 6 and 7,True,-6.423782825469971,-1.0721697807312012,5.3516130447387695
"Metiazinic acid, conjugate base",CN1c2ccccc2Sc2cc(CC([O-])=O)ccc21,sec-RO2*,,,1700000.0,,,,,,,Journal Tables 6 and 7,True,-5.445434093475342,-1.7261855602264404,3.7192485332489014
Phenol,Oc1ccccc1,sec-RO2*,,,75000.0,,,,,,,Journal Tables 6 and 7,True,-6.048270225524902,0.22345997393131256,6.271730199456215
Phenoxide ion,[O-]c1ccccc1,sec-RO2*,,,200000000.0,,,,,,,Journal Tables 6 and 7,True,-6.271254062652588,-1.0360301733016968,5.235223889350891
"Promethazine, conjugate acid",CC(C[NH+](C)C)N1c2ccccc2Sc2ccccc21,sec-RO2*,,,700000.0,,,,,,,Journal Tables 6 and 7,True,-5.094334125518799,-0.39385902881622314,4.700475096702576
"N,N,N',N'-Tetramethyl-p-phenylenediamine",CN(C)c1ccc(N(C)C)cc1,sec-RO2*,,,780000000.0,,,,,,,Journal Tables 6 and 7,True,-5.144876956939697,0.2757175862789154,5.420594543218613
"3,3'-Thiodipropionic acid",O=C(O)CCSCCC(=O)O,sec-RO2*,,,500000000.0,,,,,,,Journal Tables 6 and 7,True,-6.754307746887207,-0.5093690156936646,6.2449387311935425
Tryptophan,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,sec-RO2*,,,17000000.0,,,,,,,Journal Tables 6 and 7,True,-5.7069268226623535,-0.6842091083526611,5.022717714309692
"2,2'-Azinobis(3-ethylbenzothiazoline-6-sulfonate ion)",CCn1/c(=N\N=c2\sc3cc(S(=O)(=O)[O-])ccc3n2CC)sc2cc(S(=O)(=O)[O-])ccc21,CH3OO*,,,100000.0,298.0,,,,,,Journal Tables 6 and 7,True,-5.530017375946045,-2.4644381999969482,3.0655791759490967
"2,6-Di-tert-butyl-4-methoxyphenol",COc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,tert-RO2*,,,110000.0,297.0,,,,,,Journal Tables 6 and 7,True,-5.430222511291504,0.13174103200435638,5.56196354329586
"2,6-Di-tert-butyl-4-methylphenol",Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,tert-RO2*,,,24000.0,297.0,,,,,,Journal Tables 6 and 7,True,-5.58491849899292,0.04483060911297798,5.629749108105898
"N,N-Diethylaniline",CCN(CC)c1ccccc1,tert-RO2*,,,48.0,303.0,,,,,,Journal Tables 6 and 7,True,-5.593864917755127,0.2776021361351013,5.871467053890228
"9,10-Dihydro-9-anthracenyl hydroperoxide",OOC1c2ccccc2Cc2ccccc21,tert-RO2*,,,740.0,294.0,,,,,,Journal Tables 6 and 7,True,-6.137392520904541,-0.7216066122055054,5.415785908699036
"3,4-Dihydro-6-hydroxy-5,7,8-trimethylbenzothiopyran",Cc1c(C)c(O)c2c(c1C)SCCC2,tert-RO2*,,,1800000.0,297.0,,,,,,Journal Tables 6 and 7,True,-5.275632381439209,-0.2547164559364319,5.020915925502777
"1-Ethyl-1,2,3,4-tetrahydro-6-hydroxy-5,7,8-trimethylquinoline",CCN1CCCc2c(C)c(O)c(C)c(C)c21,tert-RO2*,,,2000000.0,297.0,,,,,,Journal Tables 6 and 7,True,-5.303063869476318,-0.1784062534570694,5.124657616019249
"6-Hydroxy-2,2,5,7,8-pentamethylchromene",CC1=CC(C)(C)Oc2c1cc(O)c(C)c2C,tert-RO2*,,,2000000.0,297.0,,,,,,Journal Tables 6 and 7,True,-5.499469757080078,-0.28662213683128357,5.2128476202487946
"4-Methoxy-2,3,5,6-tetramethylphenol",COc1c(C)c(C)c(O)c(C)c1C,tert-RO2*,,,280000.0,297.0,,,,,,Journal Tables 6 and 7,True,-5.467630863189697,0.5527557134628296,6.020386576652527
